name,url,replies,views,
What is the newest HUD?,https://forum.openrov.com/t/what-is-the-newest-hud/6310,1,232,"
             2018-04-23 13:05:29 UTC
           "
"5V signal not going through tether, way to test tether?",https://forum.openrov.com/t/5v-signal-not-going-through-tether-way-to-test-tether/6280,9,289,"
             2018-04-13 14:18:43 UTC
           "
Setting Battery Configuration for High Capacity Li-NiMnCo,https://forum.openrov.com/t/setting-battery-configuration-for-high-capacity-li-nimnco/6288,0,167,"
             2018-04-16 17:36:10 UTC
           "
Erratic Thrusters,https://forum.openrov.com/t/erratic-thrusters/6104,2,390,"
             2018-01-19 07:16:29 UTC
           "
Anyone using OpenROV with an iPad?,https://forum.openrov.com/t/anyone-using-openrov-with-an-ipad/6177,1,308,"
             2018-02-19 16:27:12 UTC
           "
One laser is dim,https://forum.openrov.com/t/one-laser-is-dim/6072,8,617,"
             2018-01-07 16:25:54 UTC
           "
Pro HD-Camera doesnêt work,https://forum.openrov.com/t/pro-hd-camera-doesnt-work/5988,9,767,"
             2017-12-01 05:52:12 UTC
           "
"2.8 First dive, initial questions",https://forum.openrov.com/t/2-8-first-dive-initial-questions/6094,2,388,"
             2018-01-12 06:15:41 UTC
           "
Depth motor is not working,https://forum.openrov.com/t/depth-motor-is-not-working/6073,3,377,"
             2018-01-07 16:31:11 UTC
           "
Help Plz! Finished 2.7 controls not working,https://forum.openrov.com/t/help-plz-finished-2-7-controls-not-working/6036,0,238,"
             2017-12-22 20:45:13 UTC
           "
USB lead does not connect to the topside box,https://forum.openrov.com/t/usb-lead-does-not-connect-to-the-topside-box/6029,0,241,"
             2017-12-21 21:25:09 UTC
           "
Help desperately needed - a bad day!,https://forum.openrov.com/t/help-desperately-needed-a-bad-day/6003,11,615,"
             2017-12-08 12:53:21 UTC
           "
2.8 sound streaming,https://forum.openrov.com/t/2-8-sound-streaming/5517,2,608,"
             2017-04-28 07:02:07 UTC
           "
The board doenêt work. The HomePlug Connect led doesnêt switch on,https://forum.openrov.com/t/the-board-doent-work-the-homeplug-connect-led-doesnt-switch-on/5957,2,314,"
             2017-11-15 15:14:57 UTC
           "
ROV switch on just plug in the batteries and without connecting the usb,https://forum.openrov.com/t/rov-switch-on-just-plug-in-the-batteries-and-without-connecting-the-usb/5982,0,276,"
             2017-11-28 20:21:33 UTC
           "
Connect OpenROV to Sensor Payload via External UART,https://forum.openrov.com/t/connect-openrov-to-sensor-payload-via-external-uart/5872,6,641,"
             2017-09-30 23:16:48 UTC
           "
Openrov 2.x what is the function of U8?,https://forum.openrov.com/t/openrov-2-x-what-is-the-function-of-u8/4891,6,942,"
             2016-10-17 08:06:39 UTC
           "
Video not working when connected to laptops,https://forum.openrov.com/t/video-not-working-when-connected-to-laptops/5946,0,279,"
             2017-11-09 10:31:33 UTC
           "
How much do the weights weigh?,https://forum.openrov.com/t/how-much-do-the-weights-weigh/5936,2,314,"
             2017-11-06 08:51:40 UTC
           "
Questions on Using the OpenROV 2.8 platform for a hybrid build,https://forum.openrov.com/t/questions-on-using-the-openrov-2-8-platform-for-a-hybrid-build/5904,4,743,"
             2017-10-19 04:47:05 UTC
           "
2.8 Kit contents enough to go diving?,https://forum.openrov.com/t/2-8-kit-contents-enough-to-go-diving/5869,4,383,"
             2017-09-30 04:10:37 UTC
           "
[Solved]OpenRov 2.8 powered without batteries,https://forum.openrov.com/t/solved-openrov-2-8-powered-without-batteries/5910,2,400,"
             2017-10-24 16:13:57 UTC
           "
OpenROV 2.8: security certificate expired,https://forum.openrov.com/t/openrov-2-8-security-certificate-expired/5903,1,397,"
             2017-10-18 20:29:45 UTC
           "
"2.8 with hd camera, i canêt get the f310 to respond correctly",https://forum.openrov.com/t/2-8-with-hd-camera-i-cant-get-the-f310-to-respond-correctly/5905,0,298,"
             2017-10-20 01:31:11 UTC
           "
Build 30.0.3 mjpeg_streamer defaults giving inconsistent behaviour,https://forum.openrov.com/t/build-30-0-3-mjpeg-streamer-defaults-giving-inconsistent-behaviour/4638,3,877,"
             2016-08-05 01:08:38 UTC
           "
Pro camera: no video,https://forum.openrov.com/t/pro-camera-no-video/5842,1,524,"
             2017-09-20 13:01:20 UTC
           "
Testing For Defective Camera,https://forum.openrov.com/t/testing-for-defective-camera/5792,12,652,"
             2017-08-21 19:57:24 UTC
           "
2.8 cockpit connect timed out,https://forum.openrov.com/t/2-8-cockpit-connect-timed-out/5823,1,413,"
             2017-09-10 14:44:06 UTC
           "
End cap keeps popping off,https://forum.openrov.com/t/end-cap-keeps-popping-off/5797,4,527,"
             2017-08-25 19:57:32 UTC
           "
How does Tether communication works?,https://forum.openrov.com/t/how-does-tether-communication-works/5796,5,842,"
             2017-08-25 06:57:45 UTC
           "
Additional Pro Cameras?,https://forum.openrov.com/t/additional-pro-cameras/5802,6,545,"
             2017-08-28 13:31:56 UTC
           "
Where is Arduino.h located?,https://forum.openrov.com/t/where-is-arduino-h-located/5795,1,434,"
             2017-08-22 14:41:53 UTC
           "
My servo is having a seizure!,https://forum.openrov.com/t/my-servo-is-having-a-seizure/5789,2,516,"
             2017-08-21 04:37:22 UTC
           "
How to elegantly disable the 4N33S optocoupler on the controller board 2.8 [Solved],https://forum.openrov.com/t/how-to-elegantly-disable-the-4n33s-optocoupler-on-the-controller-board-2-8-solved/5785,2,425,"
             2017-08-20 07:13:22 UTC
           "
How to write a script in cloud9 to control thrusters without cockpit,https://forum.openrov.com/t/how-to-write-a-script-in-cloud9-to-control-thrusters-without-cockpit/5786,0,372,"
             2017-08-20 12:59:10 UTC
           "
Video freezes post startup on 2.8,https://forum.openrov.com/t/video-freezes-post-startup-on-2-8/5662,3,478,"
             2017-06-25 05:46:58 UTC
           "
2.8 No signal from camera,https://forum.openrov.com/t/2-8-no-signal-from-camera/5749,0,434,"
             2017-08-04 17:07:48 UTC
           "
ROV 2.6 motor speeds and direction controls from cockpit not as expected,https://forum.openrov.com/t/rov-2-6-motor-speeds-and-direction-controls-from-cockpit-not-as-expected/5718,2,468,"
             2017-07-19 17:31:37 UTC
           "
Water damage assessment,https://forum.openrov.com/t/water-damage-assessment/4183,4,936,"
             2016-04-11 20:52:15 UTC
           "
Port side Batteries dry much faster than Starboard side,https://forum.openrov.com/t/port-side-batteries-dry-much-faster-than-starboard-side/5691,11,726,"
             2017-07-07 22:45:41 UTC
           "
Motor is acting strange,https://forum.openrov.com/t/motor-is-acting-strange/5701,1,385,"
             2017-07-10 17:59:44 UTC
           "
Can 2.7 motors be used with the 2.6,https://forum.openrov.com/t/can-2-7-motors-be-used-with-the-2-6/5658,3,471,"
             2017-06-23 15:13:13 UTC
           "
IMU Data freezing during dive_command line to restart?,https://forum.openrov.com/t/imu-data-freezing-during-dive-command-line-to-restart/5689,0,386,"
             2017-07-05 20:47:08 UTC
           "
Cockpit –canêt be reached”,https://forum.openrov.com/t/cockpit-cant-be-reached/5650,5,623,"
             2017-06-20 22:21:58 UTC
           "
Problems sending commands from browser,https://forum.openrov.com/t/problems-sending-commands-from-browser/5646,1,365,"
             2017-06-20 00:47:30 UTC
           "
Battery problem or something else?,https://forum.openrov.com/t/battery-problem-or-something-else/5641,3,495,"
             2017-06-19 01:22:48 UTC
           "
Site and forum response problems?,https://forum.openrov.com/t/site-and-forum-response-problems/5649,0,301,"
             2017-06-20 02:09:53 UTC
           "
ESC Blinking Red,https://forum.openrov.com/t/esc-blinking-red/5532,4,587,"
             2017-05-04 20:06:21 UTC
           "
No search feature?,https://forum.openrov.com/t/no-search-feature/5636,1,406,"
             2017-06-18 00:41:49 UTC
           "
Trouble with Homeplug working,https://forum.openrov.com/t/trouble-with-homeplug-working/5625,1,346,"
             2017-06-14 06:51:41 UTC
           "
Battery Tube Leak,https://forum.openrov.com/t/battery-tube-leak/5590,3,536,"
             2017-05-31 14:59:35 UTC
           "
Epoxy hardened in pass through end cap before filling it,https://forum.openrov.com/t/epoxy-hardened-in-pass-through-end-cap-before-filling-it/5561,0,344,"
             2017-05-18 21:42:27 UTC
           "
Problems updating to 31.0.0,https://forum.openrov.com/t/problems-updating-to-31-0-0/5539,3,649,"
             2017-05-09 18:48:45 UTC
           "
[SOLVED] Connectivity problem - Intermittent power to homeplug (HPWR),https://forum.openrov.com/t/solved-connectivity-problem-intermittent-power-to-homeplug-hpwr/5528,4,470,"
             2017-05-03 17:58:52 UTC
           "
LIPO 3S-2200mAh batteries in the 2.6 model,https://forum.openrov.com/t/lipo-3s-2200mah-batteries-in-the-2-6-model/4660,5,979,"
             2016-08-10 05:38:34 UTC
           "
Graupner 2308.60 M3 or M4?,https://forum.openrov.com/t/graupner-2308-60-m3-or-m4/5376,2,810,"
             2017-03-16 09:59:40 UTC
           "
Troubleshooting connectivity issues,https://forum.openrov.com/t/troubleshooting-connectivity-issues/5477,8,646,"
             2017-04-13 19:21:20 UTC
           "
Pro camera HD bad gateway,https://forum.openrov.com/t/pro-camera-hd-bad-gateway/5500,5,462,"
             2017-04-21 21:11:18 UTC
           "
Connection to Rov problems after update with 31.0.image,https://forum.openrov.com/t/connection-to-rov-problems-after-update-with-31-0-image/5458,4,555,"
             2017-04-07 16:27:13 UTC
           "
2.8 laser woesÄ(alignment keeps going off),https://forum.openrov.com/t/2-8-laser-woes-alignment-keeps-going-off/5406,6,531,"
             2017-03-24 23:30:23 UTC
           "
Cockpit will not connect to robot,https://forum.openrov.com/t/cockpit-will-not-connect-to-robot/5425,2,469,"
             2017-03-29 21:30:18 UTC
           "
Cannot use autopilot and read laser distance on openrov 2.8,https://forum.openrov.com/t/cannot-use-autopilot-and-read-laser-distance-on-openrov-2-8/5428,2,491,"
             2017-03-31 11:06:21 UTC
           "
"For reference, Acrylic Chemical Compatabilty",https://forum.openrov.com/t/for-reference-acrylic-chemical-compatabilty/5417,0,342,"
             2017-03-28 00:49:57 UTC
           "
Safely sterilize a 2.8?,https://forum.openrov.com/t/safely-sterilize-a-2-8/5407,3,457,"
             2017-03-24 23:34:30 UTC
           "
Servo Motor Buzzing and Overheating,https://forum.openrov.com/t/servo-motor-buzzing-and-overheating/5416,3,484,"
             2017-03-27 13:36:36 UTC
           "
Building arduino firmware fail!,https://forum.openrov.com/t/building-arduino-firmware-fail/5384,2,648,"
             2017-03-20 05:02:47 UTC
           "
Syringe Remova Issues. OpenROV 2.8,https://forum.openrov.com/t/syringe-remova-issues-openrov-2-8/5378,2,394,"
             2017-03-18 17:21:13 UTC
           "
Guide 2-Epoxy Questions,https://forum.openrov.com/t/guide-2-epoxy-questions/5357,2,401,"
             2017-03-08 20:48:29 UTC
           "
Telemetry terms?,https://forum.openrov.com/t/telemetry-terms/5333,1,446,"
             2017-03-03 01:04:37 UTC
           "
Power wire connection to topside communications box,https://forum.openrov.com/t/power-wire-connection-to-topside-communications-box/5321,2,372,"
             2017-02-28 21:54:59 UTC
           "
Sealment of main tube,https://forum.openrov.com/t/sealment-of-main-tube/5315,2,361,"
             2017-02-28 12:13:18 UTC
           "
OpenROV with Raspberry Pi,https://forum.openrov.com/t/openrov-with-raspberry-pi/5318,0,375,"
             2017-02-28 14:51:11 UTC
           "
Battery storage,https://forum.openrov.com/t/battery-storage/5316,0,310,"
             2017-02-28 13:56:15 UTC
           "
Issue connecting OpenRov2.8 to Windows7 pc,https://forum.openrov.com/t/issue-connecting-openrov2-8-to-windows7-pc/5287,4,459,"
             2017-02-20 14:19:36 UTC
           "
I think I cooked my control board,https://forum.openrov.com/t/i-think-i-cooked-my-control-board/5277,1,469,"
             2017-02-17 19:25:29 UTC
           "
No connection to ROV after updating the BBB,https://forum.openrov.com/t/no-connection-to-rov-after-updating-the-bbb/5248,1,376,"
             2017-02-08 07:29:21 UTC
           "
BBB wonêt take update,https://forum.openrov.com/t/bbb-wont-take-update/5230,4,722,"
             2017-02-03 16:54:39 UTC
           "
Battery failure,https://forum.openrov.com/t/battery-failure/5138,2,782,"
             2017-01-09 23:23:03 UTC
           "
[SOLVED] OpenROV 2.8 will not power on after build (urgent),https://forum.openrov.com/t/solved-openrov-2-8-will-not-power-on-after-build-urgent/5108,5,652,"
             2017-01-02 06:26:26 UTC
           "
HD video freeze up,https://forum.openrov.com/t/hd-video-freeze-up/5160,3,634,"
             2017-01-17 03:19:49 UTC
           "
[SOLVED] A problem with firmware upload after 30.0.3 update,https://forum.openrov.com/t/solved-a-problem-with-firmware-upload-after-30-0-3-update/5169,11,881,"
             2017-01-18 22:40:01 UTC
           "
Start up problems,https://forum.openrov.com/t/start-up-problems/5171,0,341,"
             2017-01-19 14:57:38 UTC
           "
2.8 build finished but electronics not centered in tube,https://forum.openrov.com/t/2-8-build-finished-but-electronics-not-centered-in-tube/5155,4,606,"
             2017-01-16 18:44:02 UTC
           "
STEP/STL of DTS 700 Motor mounts anyone?,https://forum.openrov.com/t/step-stl-of-dts-700-motor-mounts-anyone/5154,1,398,"
             2017-01-15 04:52:13 UTC
           "
Starting to build OpenROV v2.7,https://forum.openrov.com/t/starting-to-build-openrov-v2-7/5153,4,450,"
             2017-01-15 04:27:17 UTC
           "
"IMU not functioning, was working",https://forum.openrov.com/t/imu-not-functioning-was-working/5140,7,468,"
             2017-01-10 00:37:32 UTC
           "
Compass view on an iPad,https://forum.openrov.com/t/compass-view-on-an-ipad/4511,6,1.3k,"
             2016-07-02 20:15:55 UTC
           "
Adjusting the parameters of the PID in autopilot,https://forum.openrov.com/t/adjusting-the-parameters-of-the-pid-in-autopilot/5094,0,491,"
             2016-12-25 16:30:30 UTC
           "
Motors Vibrating,https://forum.openrov.com/t/motors-vibrating/5088,3,585,"
             2016-12-21 06:47:45 UTC
           "
Lights turn on by themselves and sometimes blink,https://forum.openrov.com/t/lights-turn-on-by-themselves-and-sometimes-blink/3023,3,1.0k,"
             2015-07-04 17:31:20 UTC
           "
"Batteries issues , what are the alternatives for IFR26650EC 3.2",https://forum.openrov.com/t/batteries-issues-what-are-the-alternatives-for-ifr26650ec-3-2/5064,0,446,"
             2016-12-11 17:57:28 UTC
           "
Control dc motors through digital out pins,https://forum.openrov.com/t/control-dc-motors-through-digital-out-pins/5063,0,405,"
             2016-12-10 23:00:09 UTC
           "
Firmware download for the arduino interrupted,https://forum.openrov.com/t/firmware-download-for-the-arduino-interrupted/4930,1,753,"
             2016-10-26 17:37:33 UTC
           "
Controller board v2.8 boot loop,https://forum.openrov.com/t/controller-board-v2-8-boot-loop/5058,2,507,"
             2016-12-08 05:18:35 UTC
           "
[SOLVED] Firmware Problem,https://forum.openrov.com/t/solved-firmware-problem/5036,10,871,"
             2016-12-01 01:12:25 UTC
           "
Combining battery LiFePO4 and lipo,https://forum.openrov.com/t/combining-battery-lifepo4-and-lipo/5007,2,598,"
             2016-11-22 02:33:31 UTC
           "
Two controller boards,https://forum.openrov.com/t/two-controller-boards/4994,5,979,"
             2016-11-15 14:40:02 UTC
           "
Mapping keyboard controls to xbox controller:,https://forum.openrov.com/t/mapping-keyboard-controls-to-xbox-controller/4927,2,792,"
             2016-10-26 05:58:15 UTC
           "
OpenROV v2.7 Vertical Thruster Issue,https://forum.openrov.com/t/openrov-v2-7-vertical-thruster-issue/4661,1,740,"
             2016-08-10 19:21:34 UTC
           "
V2.6 - End caps for E-tube,https://forum.openrov.com/t/v2-6-end-caps-for-e-tube/4940,0,511,"
             2016-10-28 11:25:28 UTC
           "
I MADE OPENROV in the last two years_______,https://forum.openrov.com/t/i-made-openrov-in-the-last-two-years/4489,7,1.7k,"
             2016-06-27 03:58:50 UTC
           "
V2.7 endcaps simular to v.2.6?,https://forum.openrov.com/t/v2-7-endcaps-simular-to-v-2-6/4916,0,453,"
             2016-10-23 13:15:44 UTC
           "
Xbox usb controller problem help me in french please?,https://forum.openrov.com/t/xbox-usb-controller-problem-help-me-in-french-please/3383,0,782,"
             2015-09-24 14:09:29 UTC
           "
Troubleshooting No Camera Issue,https://forum.openrov.com/t/troubleshooting-no-camera-issue/3117,0,670,"
             2015-07-26 21:52:26 UTC
           "
"Updated beaglebone image, now problems",https://forum.openrov.com/t/updated-beaglebone-image-now-problems/4647,1,708,"
             2016-08-07 03:40:34 UTC
           "
What are the alternatives for home plug adapters,https://forum.openrov.com/t/what-are-the-alternatives-for-home-plug-adapters/4874,3,957,"
             2016-10-12 11:19:27 UTC
           "
Unable to see rostopic,https://forum.openrov.com/t/unable-to-see-rostopic/4861,0,433,"
             2016-10-07 15:43:04 UTC
           "
Which pin of the arduino that the esc is connected to,https://forum.openrov.com/t/which-pin-of-the-arduino-that-the-esc-is-connected-to/4843,1,721,"
             2016-10-01 03:54:17 UTC
           "
ROV storage question,https://forum.openrov.com/t/rov-storage-question/4776,2,558,"
             2016-09-20 16:54:28 UTC
           "
Reattaching the tether after a snag,https://forum.openrov.com/t/reattaching-the-tether-after-a-snag/4741,2,588,"
             2016-09-11 09:29:32 UTC
           "
How to test v2.7 Controller board?,https://forum.openrov.com/t/how-to-test-v2-7-controller-board/4743,0,465,"
             2016-09-11 14:31:56 UTC
           "
My 2.6 version –cannot connect to google chrome”,https://forum.openrov.com/t/my-2-6-version-cannot-connect-to-google-chrome/4740,0,495,"
             2016-09-10 19:47:59 UTC
           "
OpenROV 2.8 poor frame rate?,https://forum.openrov.com/t/openrov-2-8-poor-frame-rate/4705,5,1.0k,"
             2016-08-27 21:19:03 UTC
           "
Rising with v2.8 twists whole ROV,https://forum.openrov.com/t/rising-with-v2-8-twists-whole-rov/4702,8,913,"
             2016-08-26 16:24:57 UTC
           "
[SOLVED] Tagus1 lost its thruster shrouds and propeller,https://forum.openrov.com/t/solved-tagus1-lost-its-thruster-shrouds-and-propeller/4657,2,818,"
             2016-08-09 01:42:01 UTC
           "
"Tried updating image, now problems connecting",https://forum.openrov.com/t/tried-updating-image-now-problems-connecting/4649,2,684,"
             2016-08-07 03:59:53 UTC
           "
[SOLVED] V2.6 Lights will not turn on,https://forum.openrov.com/t/solved-v2-6-lights-will-not-turn-on/4630,8,1.1k,"
             2016-08-02 04:17:18 UTC
           "
Accessing cloud 9 bbb code directly,https://forum.openrov.com/t/accessing-cloud-9-bbb-code-directly/4633,6,1.4k,"
             2016-08-03 04:53:35 UTC
           "
Problem with –Upload Arduino Firmware”failed,https://forum.openrov.com/t/problem-with-upload-arduino-firmware-failed/4594,10,1.1k,"
             2016-07-22 14:36:52 UTC
           "
Powering with DC power supply? How much current and voltages?,https://forum.openrov.com/t/powering-with-dc-power-supply-how-much-current-and-voltages/4451,7,2.1k,"
             2016-06-16 01:40:56 UTC
           "
[SOLVED] Flooded the Electronics Tube,https://forum.openrov.com/t/solved-flooded-the-electronics-tube/4501,18,2.1k,"
             2016-06-29 16:27:51 UTC
           "
[SOLVED] OpenROV 2.8: Acrylic parts donêt slot in properly?,https://forum.openrov.com/t/solved-openrov-2-8-acrylic-parts-dont-slot-in-properly/4564,5,785,"
             2016-07-14 13:23:09 UTC
           "
Mysterious Blue Substance on Motors,https://forum.openrov.com/t/mysterious-blue-substance-on-motors/4558,2,626,"
             2016-07-13 17:13:26 UTC
           "
"Epoxy requirements - color,viscosity etc",https://forum.openrov.com/t/epoxy-requirements-color-viscosity-etc/4500,5,1.2k,"
             2016-06-29 14:41:42 UTC
           "
"Ipad, ipega 9023 work?",https://forum.openrov.com/t/ipad-ipega-9023-work/4514,2,1.1k,"
             2016-07-03 23:50:32 UTC
           "
Camera works but nothing else does,https://forum.openrov.com/t/camera-works-but-nothing-else-does/4480,6,1.5k,"
             2016-06-22 16:54:27 UTC
           "
[SOLVED] OpenROV 2.8 Build - Part Question,https://forum.openrov.com/t/solved-openrov-2-8-build-part-question/4468,2,1.0k,"
             2016-06-19 18:12:36 UTC
           "
Hiding the telemetry in the cockpit,https://forum.openrov.com/t/hiding-the-telemetry-in-the-cockpit/4471,7,1.3k,"
             2016-06-20 01:26:37 UTC
           "
Gamepad joystick reversal issue,https://forum.openrov.com/t/gamepad-joystick-reversal-issue/4470,2,1.0k,"
             2016-06-20 01:24:06 UTC
           "
Selling an OpenROV kit,https://forum.openrov.com/t/selling-an-openrov-kit/4201,3,1.2k,"
             2016-04-16 21:20:37 UTC
           "
Lasers and LEDs behaving poorly,https://forum.openrov.com/t/lasers-and-leds-behaving-poorly/4415,2,1.1k,"
             2016-06-08 18:46:58 UTC
           "
Video became frozen(still scene never changed and no stream) but other worked well,https://forum.openrov.com/t/video-became-frozen-still-scene-never-changed-and-no-stream-but-other-worked-well/4029,7,1.6k,"
             2016-03-07 13:28:13 UTC
           "
Trouble connecting to Controller board/ beagle bone v2.8,https://forum.openrov.com/t/trouble-connecting-to-controller-board-beagle-bone-v2-8/4445,0,617,"
             2016-06-14 15:34:29 UTC
           "
"ROV with three propellers, can achieve a stable state?",https://forum.openrov.com/t/rov-with-three-propellers-can-achieve-a-stable-state/4378,0,827,"
             2016-05-26 15:47:20 UTC
           "
Help Setting Up,https://forum.openrov.com/t/help-setting-up/4365,1,854,"
             2016-05-23 16:08:17 UTC
           "
Set up OpenRov 2.8,https://forum.openrov.com/t/set-up-openrov-2-8/4349,6,1.2k,"
             2016-05-19 15:28:06 UTC
           "
If version 2.8 can only connect one bat1 working?,https://forum.openrov.com/t/if-version-2-8-can-only-connect-one-bat1-working/4344,2,731,"
             2016-05-18 14:44:46 UTC
           "
Using an Arduino in Place of BBB on ROVs,https://forum.openrov.com/t/using-an-arduino-in-place-of-bbb-on-rovs/4348,1,670,"
             2016-05-18 19:59:31 UTC
           "
[SOLVED] How the 2.8 version changed only way a rechargeable battery?,https://forum.openrov.com/t/solved-how-the-2-8-version-changed-only-way-a-rechargeable-battery/4333,2,814,"
             2016-05-16 08:35:26 UTC
           "
Trustfire chargers making humming noise,https://forum.openrov.com/t/trustfire-chargers-making-humming-noise/4332,2,664,"
             2016-05-16 07:16:05 UTC
           "
[SOLVED] Ordering some parts,https://forum.openrov.com/t/solved-ordering-some-parts/4315,6,1.1k,"
             2016-05-11 19:45:46 UTC
           "
"No video, everything else works fine. Help please!",https://forum.openrov.com/t/no-video-everything-else-works-fine-help-please/4321,2,613,"
             2016-05-12 17:29:00 UTC
           "
How to buy 2.8kit,https://forum.openrov.com/t/how-to-buy-2-8kit/4305,6,1.1k,"
             2016-05-10 14:25:38 UTC
           "
[SOLVED] Weight and delivery problem of 2.8 kit adventure set,https://forum.openrov.com/t/solved-weight-and-delivery-problem-of-2-8-kit-adventure-set/4306,3,710,"
             2016-05-10 15:06:06 UTC
           "
SPECIFICATIONS (OpenROV 2.8 kit): ESC units (3 units: one for each motor),https://forum.openrov.com/t/specifications-openrov-2-8-kit-esc-units-3-units-one-for-each-motor/4170,3,1.4k,"
             2016-04-06 22:08:08 UTC
           "
"Dead BeagleBone Black, replace with BeagleBone?",https://forum.openrov.com/t/dead-beaglebone-black-replace-with-beaglebone/4308,1,809,"
             2016-05-10 16:13:01 UTC
           "
Video feed works. Nothing else works after assemblying the ROV,https://forum.openrov.com/t/video-feed-works-nothing-else-works-after-assemblying-the-rov/4283,1,963,"
             2016-05-04 09:27:51 UTC
           "
Problems connecting and updating arduino,https://forum.openrov.com/t/problems-connecting-and-updating-arduino/4132,40,4.1k,"
             2016-03-29 14:22:38 UTC
           "
"Laser rangefinder plugin, 2.5 model, can it be loaded on the 2.8?",https://forum.openrov.com/t/laser-rangefinder-plugin-2-5-model-can-it-be-loaded-on-the-2-8/4242,2,824,"
             2016-04-22 00:59:35 UTC
           "
[SOLVED] Camera freezing / ESC current issue?,https://forum.openrov.com/t/solved-camera-freezing-esc-current-issue/4177,5,1.4k,"
             2016-04-08 20:04:24 UTC
           "
Message transfer between bbb and arduino,https://forum.openrov.com/t/message-transfer-between-bbb-and-arduino/4239,12,1.8k,"
             2016-04-21 17:16:55 UTC
           "
[SOLVED] What is the type of the transistors (Q) above the PWM channels?,https://forum.openrov.com/t/solved-what-is-the-type-of-the-transistors-q-above-the-pwm-channels/4257,3,665,"
             2016-04-26 00:20:15 UTC
           "
Gamepad - Thrustmaster,https://forum.openrov.com/t/gamepad-thrustmaster/4214,1,892,"
             2016-04-19 07:53:01 UTC
           "
Submerged Time Limit,https://forum.openrov.com/t/submerged-time-limit/4216,2,543,"
             2016-04-19 09:26:43 UTC
           "
LED Lights not workingÄ.again on 2.8,https://forum.openrov.com/t/led-lights-not-working-again-on-2-8/4191,2,1.0k,"
             2016-04-14 15:22:28 UTC
           "
"Dive lights flashing, no other problems",https://forum.openrov.com/t/dive-lights-flashing-no-other-problems/3233,13,3.1k,"
             2015-08-25 21:56:07 UTC
           "
Depth meter unreliable,https://forum.openrov.com/t/depth-meter-unreliable/4152,0,648,"
             2016-04-03 17:12:07 UTC
           "
No current from one battery tube,https://forum.openrov.com/t/no-current-from-one-battery-tube/4085,10,2.3k,"
             2016-03-16 18:31:23 UTC
           "
Port Motor is slow,https://forum.openrov.com/t/port-motor-is-slow/4115,1,585,"
             2016-03-22 18:48:23 UTC
           "
Leak through DB25 Port,https://forum.openrov.com/t/leak-through-db25-port/4087,5,1.5k,"
             2016-03-16 18:56:44 UTC
           "
New 2.8 kit? Come with a set of batteries already?,https://forum.openrov.com/t/new-2-8-kit-come-with-a-set-of-batteries-already/4066,1,691,"
             2016-03-13 17:14:44 UTC
           "
Need help uploading firmware to ROV,https://forum.openrov.com/t/need-help-uploading-firmware-to-rov/3888,2,1.2k,"
             2016-02-09 10:26:15 UTC
           "
Sudden lost of communication/connection,https://forum.openrov.com/t/sudden-lost-of-communication-connection/3910,4,1.0k,"
             2016-02-13 09:23:10 UTC
           "
"No control of lights, motors, lasers, servo etc. via browser",https://forum.openrov.com/t/no-control-of-lights-motors-lasers-servo-etc-via-browser/3380,3,1.3k,"
             2015-09-23 12:02:42 UTC
           "
Arduino software fails to compile with a missing A8 pin message,https://forum.openrov.com/t/arduino-software-fails-to-compile-with-a-missing-a8-pin-message/3999,2,735,"
             2015-12-01 12:54:55 UTC
           "
ROV 2.8 cockpit connection indicator showing red color,https://forum.openrov.com/t/rov-2-8-cockpit-connection-indicator-showing-red-color/3689,1,908,"
             2015-12-16 04:01:42 UTC
           "
OpenROV 2.8 refusing to shutdown then no longer powers up,https://forum.openrov.com/t/openrov-2-8-refusing-to-shutdown-then-no-longer-powers-up/3702,1,1.0k,"
             2015-12-22 02:59:30 UTC
           "
O-ring leak in shallow water,https://forum.openrov.com/t/o-ring-leak-in-shallow-water/3974,5,1.3k,"
             2016-02-25 14:28:41 UTC
           "
OpenROV Not Connecting via Ethernet,https://forum.openrov.com/t/openrov-not-connecting-via-ethernet/3977,1,761,"
             2016-02-25 22:33:56 UTC
           "
Logitech F310 Game Pad - horizontal thrusters now run by themselves,https://forum.openrov.com/t/logitech-f310-game-pad-horizontal-thrusters-now-run-by-themselves/3969,3,1.2k,"
             2016-02-25 03:52:33 UTC
           "
Motor Chatter with Tynergy motors and older ESC,https://forum.openrov.com/t/motor-chatter-with-tynergy-motors-and-older-esc/3965,2,912,"
             2016-02-24 17:00:19 UTC
           "
[SOLVED] Snap Ring broke on thruster shaft. Where to buy replacement?,https://forum.openrov.com/t/solved-snap-ring-broke-on-thruster-shaft-where-to-buy-replacement/3954,4,1.1k,"
             2016-02-23 00:45:01 UTC
           "
[SOLVED] Vertical thruster does not work,https://forum.openrov.com/t/solved-vertical-thruster-does-not-work/3947,6,1.0k,"
             2016-02-22 01:45:04 UTC
           "
Being confused on replacing the db25 and the endcaps,https://forum.openrov.com/t/being-confused-on-replacing-the-db25-and-the-endcaps/3933,2,765,"
             2016-02-18 03:55:55 UTC
           "
Communication problems with the openROV 2.8,https://forum.openrov.com/t/communication-problems-with-the-openrov-2-8/3922,13,1.8k,"
             2016-02-15 13:57:24 UTC
           "
Homeplug connect not turned on/ everything except camera not working,https://forum.openrov.com/t/homeplug-connect-not-turned-on-everything-except-camera-not-working/3865,9,2.2k,"
             2016-02-02 18:28:28 UTC
           "
